Website,Category,AVG minutes
costco.com,Shopping,3.9833333333333334
olx.com.br,Shopping,7.383333333333334
mercadolibre.com.mx,Shopping,6.233333333333333
olx.pl,Shopping,9.766666666666667
wayfair.com,Shopping,5.15
amazon.com.mx,Shopping,4.466666666666667
jd.com,Shopping,7.65
alibaba.com,Shopping,6.666666666666667
aliexpress.ru,Shopping,5.633333333333333
amazon.com.au,Shopping,3.6833333333333336
tokopedia.com,Shopping,7.183333333333334
tmall.com,Shopping,8.55
shopee.ph,Shopping,5.35
kakaku.com,Shopping,5.016666666666667
idealo.de,Shopping,3.05
akakce.com,Shopping,2.3333333333333335
ceneo.pl,Shopping,2.0833333333333335
mydealz.de,Shopping,4.683333333333334
trovaprezzi.it,Shopping,2.4833333333333334
tweakers.net,Shopping,4.166666666666667
epey.com,Shopping,4.166666666666667
cimri.com,Shopping,1.5666666666666667
heureka.cz,Shopping,3.4166666666666665
smartprix.com,Shopping,2.2333333333333334
bizrate.com,Shopping,1.25
olx.pt,Shopping,7.416666666666667
arukereso.hu,Shopping,4.2
zbozi.cz,Shopping,2.783333333333333
yadore.com,Shopping,0.08333333333333333
geizhals.de,Shopping,3.95
idealo.fr,Shopping,1.9166666666666665
hotline.ua,Shopping,3.9833333333333334
buscape.com.br,Shopping,2.4333333333333336
dealsrazor.com,Shopping,0.08333333333333333
comparis.ch,Shopping,5.0
aucfan.com,Shopping,4.916666666666667
prisjakt.nu,Shopping,2.5
heureka.sk,Shopping,2.8333333333333335
prisjakt.no,Shopping,2.3166666666666664
pricerunner.dk,Shopping,2.8166666666666664
shoppermeet.net,Shopping,0.08333333333333333
conexaomadura.com.br,Shopping,1.45
priceoye.pk,Shopping,3.4333333333333336
zap.co.il,Shopping,4.033333333333333
skapiec.pl,Shopping,0.6333333333333333
compari.ro,Shopping,2.9166666666666665
idealo.es,Shopping,2.6
eponuda.com,Shopping,2.283333333333333
moyo.ua,Shopping,2.4166666666666665
idealo.it,Shopping,1.9833333333333334
pricerunner.se,Shopping,1.7666666666666666
kuantokusta.pt,Shopping,4.1
geizhals.at,Shopping,3.716666666666667
toppreise.ch,Shopping,3.533333333333333
beslist.nl,Shopping,1.9
lemeilleuravis.fr,Shopping,0.6333333333333333
coolblue.de,Shopping,2.3
muropaketti.com,Shopping,1.2
custojusto.pt,Shopping,6.333333333333333
maudau.com.ua,Shopping,3.2333333333333334
kontur.ru,Finance,9.016666666666667
hrblock.com,Finance,19.683333333333334
cleartax.in,Finance,1.9333333333333333
podatki.gov.pl,Finance,7.916666666666667
deloitte.com,Finance,5.316666666666666
ottplay.com,Finance,1.3
paytmpayments.com,Finance,2.216666666666667
audit-it.ru,Finance,1.85
teachoo.com,Finance,7.616666666666667
taxact.com,Finance,7.233333333333333
urzadskarbowy.gov.pl,Finance,5.65
habuild.in,Finance,1.1
ey.com,Finance,2.6166666666666667
taxconcept.net,Finance,1.6833333333333333
pwc.com,Finance,3.033333333333333
klerk.ru,Finance,1.8833333333333333
studycafe.in,Finance,2.1166666666666667
poradnikprzedsiebiorcy.pl,Finance,1.85
efatura.gov.tr,Finance,6.516666666666667
accaglobal.com,Finance,7.016666666666667
corporatefinanceinstitute.com,Finance,3.6
taxslayer.com,Finance,12.4
taxscan.in,Finance,1.1
buhonline.ru,Finance,2.85
fakturownia.pl,Finance,9.733333333333333
edmbilisim.com.tr,Finance,11.65
pacjent.gov.pl,Finance,5.333333333333333
kpmg.com,Finance,2.1
nalog-nalog.ru,Finance,1.8166666666666667
action-media.ru,Finance,4.866666666666667
defterbeyan.gov.tr,Finance,18.816666666666666
rzp.io,Finance,0.4666666666666667
onvio.us,Finance,8.916666666666666
vero.fi,Finance,5.6
jacksonhewitt.com,Finance,3.8833333333333333
biznes.gov.pl,Finance,5.583333333333333
assistentus.ru,Finance,1.5833333333333335
buhexpert8.ru,Finance,3.4
gofin.pl,Finance,3.3333333333333335
moj.gov.pl,Finance,4.783333333333333
paypal.com,Finance,2.75
chase.com,Finance,7.3
capitalone.com,Finance,5.45
citi.com,Finance,9.383333333333333
bankofamerica.com,Finance,6.416666666666667
wellsfargo.com,Finance,5.8
americanexpress.com,Finance,4.383333333333334
hdfcbank.com,Finance,5.0
caixa.gov.br,Finance,6.466666666666667
wise.com,Finance,2.65
creditkarma.com,Finance,2.55
icicibank.com,Finance,5.316666666666666
td.com,Finance,5.05
sberbank.ru,Finance,5.25
discover.com,Finance,3.8833333333333333
ideal.nl,Finance,0.8666666666666667
synchrony.com,Finance,3.5166666666666666
alfabank.ru,Finance,3.4333333333333336
syf.com,Finance,2.066666666666667
serasa.com.br,Finance,2.716666666666667
banki.ru,Finance,2.0166666666666666
usbank.com,Finance,5.8
bb.com.br,Finance,8.133333333333333
nubank.com.br,Finance,1.6666666666666665
royalbank.com,Finance,6.866666666666667
rakuten-bank.co.jp,Finance,3.183333333333333
itau.com.br,Finance,2.8833333333333333
rbcroyalbank.com,Finance,3.716666666666667
interac.ca,Finance,1.95
citibankonline.com,Finance,4.066666666666666
commbank.com.au,Finance,4.583333333333333
scotiabank.com,Finance,5.166666666666667
maybank2u.com.my,Finance,6.383333333333334
cibc.com,Finance,4.616666666666667
bankid.no,Finance,2.6
healthy.kaiserpermanente.org,Finance,6.6
sravni.ru,Finance,1.7333333333333334
sofi.com,Finance,3.8
navyfederal.org,Finance,5.833333333333333
santander.com.br,Finance,3.3833333333333333
intuit.com,Finance,11.2
trustpilot.com,Finance,2.066666666666667
money.pl,Finance,1.35
ft.com,Finance,2.3833333333333333
mercadopago.com.ar,Finance,6.633333333333333
moneyforward.com,Finance,8.833333333333334
fortune.com,Finance,0.7166666666666667
businesstoday.in,Finance,0.7166666666666667
foxbusiness.com,Finance,2.6333333333333333
ilsole24ore.com,Finance,4.066666666666666
adyen.com,Finance,2.033333333333333
sberbank.com,Finance,0.9333333333333333
toyokeizai.net,Finance,2.7666666666666666
coingecko.com,Finance,3.6666666666666665
xe.com,Finance,2.3
minepi.com,Finance,1.2
cafef.vn,Finance,1.8666666666666667
gate.io,Finance,3.65
financialexpress.com,Finance,0.6666666666666666
nerdwallet.com,Finance,1.75
benjaminone.com,Finance,1.8666666666666667
razorpay.com,Finance,2.4333333333333336
paycomonline.net,Finance,5.6
business-standard.com,Finance,1.2833333333333332
altin.in,Finance,9.5
seekingalpha.com,Finance,5.766666666666667
short.gy,Finance,3.1166666666666667
paypay.ne.jp,Finance,2.3166666666666664
teamblind.com,Finance,2.3333333333333335
bkm.com.tr,Finance,1.4666666666666668
login.gov.pl,Finance,3.466666666666667
finance.naver.com,Finance,8.516666666666667
ebanx.com,Finance,0.26666666666666666
doviz.com,Finance,3.4
payu.in,Finance,3.3166666666666664
vakinha.com.br,Finance,1.1666666666666667
infomoney.com.br,Finance,3.0
haremaltin.com,Finance,2.8833333333333333
nequi.com.co,Finance,2.5833333333333335
affirm.com,Finance,2.5166666666666666
plaid.com,Finance,1.3833333333333333
comenity.net,Finance,3.5166666666666666
cash.app,Finance,4.033333333333333
adp.com,Finance,5.2
poste.it,Finance,4.033333333333333
nspk.ru,Finance,0.6333333333333333
klarna.com,Finance,1.9666666666666668
alipay.com,Finance,5.266666666666667
vtb.ru,Finance,4.483333333333333
experian.com,Finance,4.05
credit-agricole.fr,Finance,5.433333333333334
mitid.dk,Finance,3.1166666666666667
hometax.go.kr,Finance,10.533333333333333
digid.nl,Finance,2.4166666666666665
check24.de,Finance,7.233333333333333
moneysavingexpert.com,Finance,3.033333333333333
myna.go.jp,Finance,4.416666666666667
freee.co.jp,Finance,11.55
labanquepostale.fr,Finance,3.8666666666666667
freetaxusa.com,Finance,6.433333333333334
bancolombia.com,Finance,2.8333333333333335
redsys.es,Finance,2.4333333333333336
billdesk.com,Finance,3.1333333333333333
revolut.com,Finance,3.8833333333333333
caf.fr,Finance,5.983333333333333
desjardins.com,Finance,5.633333333333333
payu.com,Finance,1.05
fu.do,Finance,21.766666666666666
santander.com.ar,Finance,6.283333333333333
saisoncard.co.jp,Finance,3.1
kantangame.com,Finance,6.916666666666667
afterpay.com,Finance,3.9
shinhancard.com,Finance,1.8
lguplus.com,Finance,1.1833333333333333
mt.co.kr,Finance,0.8666666666666667
bkash.com,Finance,2.8166666666666664
bbva.com.ar,Finance,5.55
dolarhoy.com,Finance,4.683333333333334
infocert.it,Finance,7.133333333333334
bajajfinserv.in,Finance,1.7333333333333334
kaiserpermanente.org,Finance,6.05
usaa.com,Finance,6.783333333333333
uhc.com,Finance,6.033333333333333
statefarm.com,Finance,4.9
cigna.com,Finance,4.95
geico.com,Finance,5.216666666666667
bflcomm.in,Finance,3.5166666666666666
aetna.com,Finance,7.116666666666666
aok.de,Finance,2.35
allstate.com,Finance,3.966666666666667
comparethemarket.com,Finance,6.6
maxlifeinsurance.com,Finance,1.2833333333333332
licindia.in,Finance,6.233333333333333
portoseguro.com.br,Finance,9.033333333333333
humana.com,Finance,5.466666666666667
healthcare.gov,Finance,5.266666666666667
tk.de,Finance,3.25
health.aetna.com,Finance,8.383333333333333
lassuranceretraite.fr,Finance,5.166666666666667
acko.com,Finance,1.6833333333333333
securecafenet.com,Finance,3.45
sura.com,Finance,3.7333333333333334
theaa.com,Finance,3.8166666666666664
healthybenefitsplus.com,Finance,6.7
iciciprulife.com,Finance,3.1166666666666667
admiral.com,Finance,5.883333333333333
starhealth.in,Finance,3.5166666666666666
discovery.co.za,Finance,4.216666666666667
principal.com,Finance,6.216666666666667
bcbssettlement.com,Finance,3.466666666666667
jgl.com.au,Finance,4.25
super-savings-online.com,Finance,1.6
hdfclife.com,Finance,4.616666666666667
bajajfinservmarkets.in,Finance,1.6333333333333333
hrb.tax,Finance,0.8666666666666667
ambetterhealth.com,Finance,5.166666666666667
epssura.com,Finance,4.666666666666667
lft.to,Finance,3.3
metlife.com,Finance,9.616666666666667
aviva.co.uk,Finance,5.7
tradingview.com,Finance,5.7
investing.com,Finance,5.066666666666666
economictimes.com,Finance,1.9
moneycontrol.com,Finance,5.083333333333333
coinmarketcap.com,Finance,4.4
fidelity.com,Finance,8.133333333333333
schwab.com,Finance,8.066666666666666
peuru.com,Finance,2.6333333333333333
finance.yahoo.co.jp,Finance,6.766666666666667
rakuten-sec.co.jp,Finance,6.183333333333334
zerodha.com,Finance,9.083333333333334
exness.com,Finance,1.8
etoro.com,Finance,3.1666666666666665
robinhood.com,Finance,7.75
eastmoney.com,Finance,29.133333333333333
groww.in,Finance,5.483333333333333
dpbossss.services,Finance,5.4
investopedia.com,Finance,1.7
goodreturns.in,Finance,1.5
whitebit.com,Finance,6.683333333333334
forexfactory.com,Finance,2.283333333333333
dexscreener.com,Finance,12.216666666666667
fool.com,Finance,1.7
vanguard.com,Finance,7.633333333333333
finviz.com,Finance,5.25
etrade.com,Finance,10.783333333333333
finance.sina.com.cn,Finance,2.9833333333333334
mexc.com,Finance,5.516666666666667
thestreet.com,Finance,0.9166666666666666
screener.in,Finance,8.533333333333333
xueqiu.com,Finance,10.666666666666666
boursorama.com,Finance,13.95
paws.community,Finance,4.516666666666667
xmtrading.com,Finance,1.7666666666666666
bitget.com,Finance,7.383333333333334
finanzen.net,Finance,4.25
bybit.com,Finance,9.9
probo.in,Finance,1.8666666666666667
angelone.in,Finance,7.4
cnbctv18.com,Finance,0.55
htx.com,Finance,2.6666666666666665
canlidoviz.com,Finance,2.8166666666666664
upstox.com,Finance,4.2
skylindo.com,Finance,0.65
nasdaq.com,Finance,2.3333333333333335
xm.com,Finance,2.533333333333333
suntory.co.jp,Health & Food,1.8333333333333335
totalwine.com,Health & Food,3.6
coca-cola.com,Health & Food,0.9333333333333333
vivino.com,Health & Food,2.3166666666666664
danmurphys.com.au,Health & Food,3.066666666666667
asahibeer.co.jp,Health & Food,1.9666666666666668
liquor.com,Health & Food,1.7166666666666668
untappd.com,Health & Food,2.4833333333333334
wine-searcher.com,Health & Food,2.85
lcbo.com,Health & Food,2.95
pepsico.com,Health & Food,4.25
yango.com,Health & Food,2.5
sapporobeer.jp,Health & Food,1.1666666666666667
dosedaily.co,Health & Food,1.1
livcheers.com,Health & Food,2.3166666666666664
hellorayo.co.uk,Health & Food,2.3
cocacola.co.jp,Health & Food,1.1166666666666667
mikmak.ai,Health & Food,1.5666666666666667
shop.mikmak.ai,Health & Food,1.5
lvmh.com,Health & Food,2.35
monsterenergy.com,Health & Food,1.25
pepsico.info,Health & Food,0.3333333333333333
cellartracker.com,Health & Food,3.7333333333333334
falstaff.com,Health & Food,1.6666666666666665
diffordsguide.com,Health & Food,2.0166666666666666
beeradvocate.com,Health & Food,3.283333333333333
lupicia.com,Health & Food,3.25
liquorland.com.au,Health & Food,2.1166666666666667
enoteca.co.jp,Health & Food,2.1166666666666667
wine.com,Health & Food,1.7833333333333332
heineken.com,Health & Food,1.7833333333333332
readyrefresh.com,Health & Food,3.283333333333333
dineplan.com,Health & Food,8.583333333333334
alliedbeverage.com,Health & Food,12.816666666666666
nescafe.com,Health & Food,1.1333333333333333
whiskybase.com,Health & Food,3.05
masterofmalt.com,Health & Food,2.6166666666666667
delhidutyfree.co.in,Health & Food,1.0833333333333333
home-barista.com,Health & Food,2.6166666666666667
minibardelivery.com,Health & Food,2.4
guinness.com,Health & Food,0.9166666666666666
vinepair.com,Health & Food,0.9833333333333333
brewdog.com,Health & Food,2.3166666666666664
fellowproducts.com,Health & Food,1.7333333333333334
finewineandgoodspirits.com,Health & Food,3.6666666666666665
cookpad.com,Health & Food,1.7666666666666666
allrecipes.com,Health & Food,2.2666666666666666
kurashiru.com,Health & Food,1.2833333333333332
russianfood.com,Health & Food,2.6166666666666667
giallozafferano.it,Health & Food,2.8666666666666667
tudogostoso.com.br,Health & Food,0.8333333333333334
marmiton.org,Health & Food,2.1
delishkitchen.tv,Health & Food,1.55
bbcgoodfood.com,Health & Food,3.4333333333333336
foodnetwork.com,Health & Food,2.1166666666666667
recipetineats.com,Health & Food,3.533333333333333
thekitchn.com,Health & Food,1.6833333333333333
chefkoch.de,Health & Food,3.0
parade.com,Health & Food,0.8833333333333333
lettuceclub.net,Health & Food,0.8166666666666667
mastertheenglish.com,Health & Food,20.95
1000.menu,Health & Food,1.7833333333333332
simplyrecipes.com,Health & Food,1.7833333333333332
nefisyemektarifleri.com,Health & Food,1.6833333333333333
delish.com,Health & Food,2.6833333333333336
eatingwell.com,Health & Food,1.5
oceans-nadia.com,Health & Food,2.0
macaro-ni.jp,Health & Food,1.4
seriouseats.com,Health & Food,2.7
tasteofhome.com,Health & Food,2.1166666666666667
aniagotuje.pl,Health & Food,1.1833333333333333
cuisineaz.com,Health & Food,1.7666666666666666
loveandlemons.com,Health & Food,2.066666666666667
fattoincasadabenedetta.it,Health & Food,1.2833333333333332
thepioneerwoman.com,Health & Food,2.183333333333333
food.com,Health & Food,1.85
sallysbakingaddiction.com,Health & Food,3.4833333333333334
iamcook.ru,Health & Food,1.5833333333333335
foodandwine.com,Health & Food,1.3833333333333333
pysznosci.pl,Health & Food,0.8666666666666667
sirogohan.com,Health & Food,1.7833333333333332
tastesbetterfromscratch.com,Health & Food,2.6166666666666667
einfachbacken.de,Health & Food,2.4333333333333336
kwestiasmaku.com,Health & Food,1.5
spendwithpennies.com,Health & Food,2.6833333333333336
housedigest.com,Health & Food,1.9333333333333333
eda.ru,Health & Food,1.3833333333333333
toprecepty.cz,Health & Food,2.1333333333333333
ricardocuisine.com,Health & Food,3.033333333333333
natashaskitchen.com,Health & Food,2.716666666666667
povar.ru,Health & Food,1.2833333333333332
gastronom.ru,Health & Food,0.7833333333333333
82cook.com,Health & Food,5.283333333333333
trilltrill.jp,Health & Food,2.3666666666666667
tabelog.com,Health & Food,4.4
hotpepper.jp,Health & Food,4.866666666666667
recruit.co.jp,Health & Food,1.8166666666666667
dropgame.jp,Health & Food,5.116666666666666
otzovik.com,Health & Food,2.466666666666667
tokubai.co.jp,Health & Food,2.25
ica.se,Health & Food,5.066666666666666
news.ntv.co.jp,Health & Food,1.4
starbucks.co.jp,Health & Food,2.6166666666666667
retty.me,Health & Food,2.466666666666667
gnavi.co.jp,Health & Food,2.6333333333333333
wamgame.jp,Health & Food,6.55
ah.nl,Health & Food,3.3
ajinomoto.co.jp,Health & Food,1.4166666666666667
directoalpaladar.com,Health & Food,0.9833333333333333
nespresso.com,Health & Food,2.65
eater.com,Health & Food,1.5666666666666667
wolt.com,Health & Food,4.7
webstaurantstore.com,Health & Food,3.95
hellofresh.com,Health & Food,2.3333333333333335
vauva.fi,Health & Food,8.083333333333334
championcross.jp,Health & Food,4.516666666666667
k-ruoka.fi,Health & Food,1.2333333333333334
factor75.com,Health & Food,2.2666666666666666
libbyapp.com,Health & Food,4.6
jp.sharp,Health & Food,3.1166666666666667
dianping.com,Health & Food,2.8
epark.jp,Health & Food,3.3833333333333333
cookaround.com,Health & Food,1.75
vkusvill.ru,Health & Food,5.016666666666667
eway.in.ua,Health & Food,3.2333333333333334
foodlion.com,Health & Food,4.75
napbizblog.jp,Health & Food,4.866666666666667
cmnw.jp,Health & Food,7.25
survey-z.com,Health & Food,2.0
mozaikportail.ca,Health & Food,3.3333333333333335
morinaga.co.jp,Health & Food,1.1333333333333333
eatbu.com,Health & Food,1.0833333333333333
sukiya.jp,Health & Food,2.216666666666667
aumo.jp,Health & Food,0.4666666666666667
cotta.jp,Health & Food,3.0833333333333335
meny.no,Health & Food,2.3333333333333335
gorp.jp,Health & Food,1.7166666666666668
willys.se,Health & Food,3.033333333333333
instacart.com,Health & Food,5.833333333333333
asda.com,Health & Food,5.166666666666667
kaufland.de,Health & Food,2.8666666666666667
sainsburys.co.uk,Health & Food,4.883333333333333
carrefour.fr,Health & Food,3.3666666666666667
woolworths.com.au,Health & Food,4.15
rewe.de,Health & Food,2.1333333333333333
publix.com,Health & Food,3.9333333333333336
aldi.us,Health & Food,3.066666666666667
coles.com.au,Health & Food,4.483333333333333
lidl.fr,Health & Food,2.1
safeway.com,Health & Food,4.283333333333333
heb.com,Health & Food,5.816666666666666
kaufland.com,Health & Food,4.216666666666667
lidl.pl,Health & Food,2.55
morrisons.com,Health & Food,4.733333333333333
biedronka.pl,Health & Food,2.3
carrefour.es,Health & Food,3.3666666666666667
wholefoodsmarket.com,Health & Food,2.2333333333333334
lidl.it,Health & Food,2.0166666666666666
ocado.com,Health & Food,6.05
lidl.nl,Health & Food,3.3166666666666664
migros.com.tr,Health & Food,3.75
roller.app,Health & Food,10.683333333333334
yemeksepeti.com,Health & Food,6.983333333333333
aldi-sued.de,Health & Food,2.2333333333333334
lidl.co.uk,Health & Food,2.35
searcheasytab.com,Health & Food,13.6
aldi.co.uk,Health & Food,3.55
kuper.ru,Health & Food,4.033333333333333
edeka.de,Health & Food,1.35
inst.cr,Health & Food,3.35
iceland.co.uk,Health & Food,7.066666666666666
hy-vee.com,Health & Food,3.6333333333333333
coop.se,Health & Food,3.15
netto-online.de,Health & Food,2.0833333333333335
fasteasy.io,Health & Food,0.7
shop.rewe.de,Health & Food,3.4833333333333334
aldi-nord.de,Health & Food,2.183333333333333
coop.co.uk,Health & Food,2.3666666666666667
samokat.ru,Health & Food,8.316666666666666
albertsons.com,Health & Food,3.5666666666666664
perekrestok.ru,Health & Food,2.6833333333333336
harimanga.me,Health & Food,21.316666666666666
doordash.com,Health & Food,7.066666666666666
toasttab.com,Health & Food,3.533333333333333
ubereats.com,Health & Food,6.516666666666667
ytmp3.la,Health & Food,4.116666666666666
opentable.com,Health & Food,3.2
invl.io,Health & Food,1.3666666666666667
dominos.com,Health & Food,6.65
ifood.com.br,Health & Food,9.133333333333333
square.site,Health & Food,2.3333333333333335
shoptastic.io,Health & Food,0.3333333333333333
swiggy.com,Health & Food,10.1
tvwiki13.com,Health & Food,6.633333333333333
mcdonalds.com,Health & Food,1.1833333333333333
starbucks.com,Health & Food,1.95
resy.com,Health & Food,3.066666666666667
sevenrooms.com,Health & Food,2.4833333333333334
order.online,Health & Food,2.8166666666666664
grubhub.com,Health & Food,5.85
bttn.io,Health & Food,0.95
just-eat.co.uk,Health & Food,7.833333333333333
mcdonalds.co.jp,Health & Food,1.65
pizzahut.com,Health & Food,5.1
wongnai.com,Health & Food,1.1
inline.app,Health & Food,2.0
tablecheck.com,Health & Food,4.166666666666667
papajohns.com,Health & Food,5.516666666666667
tacobell.com,Health & Food,2.783333333333333
chipotle.com,Health & Food,2.9333333333333336
lieferando.de,Health & Food,6.266666666666667
trendndaily.com,Health & Food,2.9833333333333334
accurx.nhs.uk,Health & Food,4.383333333333334
crumblcookies.com,Health & Food,1.9
deliveroo.co.uk,Health & Food,6.433333333333334
olivegarden.com,Health & Food,4.25
dodopizza.ru,Health & Food,5.516666666666667
wingstop.com,Health & Food,3.5
littlecaesars.com,Health & Food,3.5
exploretock.com,Health & Food,2.4333333333333336
restaurantguru.com,Health & Food,1.1833333333333333
menudino.com,Health & Food,2.8333333333333335
peta.org,Health & Food,1.1666666666666667
itdoesnttastelikechicken.com,Health & Food,2.5
elavegan.com,Health & Food,1.75
happycow.net,Health & Food,2.0
mediafyre.net,Health & Food,2.0833333333333335
eatwithclarity.com,Health & Food,2.35
theconsciousplantkitchen.com,Health & Food,1.5833333333333335
zuckerjagdwurst.com,Health & Food,2.3
plantbasednews.org,Health & Food,1.15
frommybowl.com,Health & Food,2.966666666666667
pickuplimes.com,Health & Food,3.0166666666666666
thefoodietakesflight.com,Health & Food,1.6833333333333333
theplantbasedschool.com,Health & Food,4.416666666666667
plantyou.com,Health & Food,2.6166666666666667
vegnews.com,Health & Food,1.7833333333333332
lovingitvegan.com,Health & Food,2.3666666666666667
veganricha.com,Health & Food,2.9
eat-this.org,Health & Food,2.4333333333333336
qopla.com,Health & Food,3.85
plantbasedrdblog.com,Health & Food,5.1
danzadefogones.com,Health & Food,1.1166666666666667
thebananadiaries.com,Health & Food,1.3333333333333333
wodup.com,Health & Food,1.9333333333333333
planthood.co.uk,Health & Food,12.45
makeitdairyfree.com,Health & Food,2.9
satvicmovement.org,Health & Food,1.0166666666666666
nashgogogo.tw,Health & Food,1.9
sweetsimplevegan.com,Health & Food,1.6333333333333333
abillion.com,Health & Food,0.7666666666666667
fairment.de,Health & Food,1.7
sarahsvegankitchen.com,Health & Food,2.3333333333333335
rainbownourishments.com,Health & Food,1.9
schoolnightvegan.com,Health & Food,1.4833333333333334
plantbasedonabudget.com,Health & Food,1.7666666666666666
shaneandsimple.com,Health & Food,2.0166666666666666
plantbaes.com,Health & Food,2.183333333333333
farmfreshtoyou.com,Health & Food,3.5166666666666666
myquietkitchen.com,Health & Food,2.0166666666666666
cucinabotanica.com,Health & Food,1.3333333333333333
thelittleblogofvegan.com,Health & Food,1.1833333333333333
namawell.com,Health & Food,2.7333333333333334
onegreenplanet.org,Health & Food,0.8333333333333334
beyondmeat.com,Health & Food,0.7333333333333333
soupersage.com,Health & Food,1.0666666666666667
addictedtodates.com,Health & Food,2.95
theeburgerdude.com,Health & Food,2.75
veganuary.com,Health & Food,1.3
upbeetandkaleingitblog.com,Health & Food,3.7333333333333334
crowdedkitchen.com,Health & Food,1.0833333333333333
chess.com,Games,14.533333333333333
lichess.org,Games,16.533333333333335
solitaired.com,Games,20.116666666666667
cardgames.io,Games,15.616666666666667
boardgamegeek.com,Games,4.983333333333333
cardmarket.com,Games,8.933333333333334
playingcards.jp,Games,7.566666666666666
solitr.com,Games,4.9
worldofsolitaire.com,Games,2.45
scryfall.com,Games,7.7
moxfield.com,Games,6.3
free-spider-solitaire.com,Games,5.05
cdromance.org,Games,2.5666666666666664
edhrec.com,Games,6.533333333333333
bloxfruitsvalues.com,Games,2.783333333333333
warhammer.com,Games,2.9333333333333336
chess-results.com,Games,6.083333333333333
free-freecell-solitaire.com,Games,4.866666666666667
247solitaire.com,Games,3.2666666666666666
solitairebliss.com,Games,15.4
sanguosha.com,Games,2.95
colonist.io,Games,13.65
jeu-du-solitaire.com,Games,2.5833333333333335
gamefound.com,Games,5.0
nothing.tech,Games,2.5833333333333335
deepwoken.co,Games,4.716666666666667
tactics.tools,Games,4.333333333333333
flyordie.com,Games,8.9
archidekt.com,Games,5.4
fide.com,Games,2.2
scryfall.io,Games,3.35
soritia.jp,Games,9.45
chessbase.com,Games,3.4333333333333336
cardtrader.com,Games,6.75
greenfelt.net,Games,5.5
sudokupad.app,Games,10.166666666666666
similarsearch.net,Games,0.7833333333333333
rummycircle.com,Games,3.0166666666666666
mahjon.gg,Games,2.283333333333333
247backgammon.org,Games,3.466666666666667
wahapedia.ru,Games,5.816666666666666
spider-solitaire-game.com,Games,1.8166666666666667
spotle.io,Games,2.4333333333333336
newrecruit.eu,Games,7.216666666666667
nextchessmove.com,Games,1.7833333333333332
draftsim.com,Games,2.3166666666666664
aide-scrabble.fr,Games,6.9
trickstercards.com,Games,20.816666666666666
truyenqqto.com,Games,22.483333333333334
5ch.net,Games,7.783333333333333
douyu.com,Games,7.183333333333334
huya.com,Games,5.466666666666667
atwiki.jp,Games,6.5
nga.cn,Games,10.983333333333333
platoboost.com,Games,2.6333333333333333
wcofun.net,Games,14.066666666666666
lego.com,Games,3.3166666666666664
answers.yahoo.com,Games,2.066666666666667
u.gg,Games,6.466666666666667
pch.com,Games,17.9
boardgamearena.com,Games,16.383333333333333
tcgplayer.com,Games,6.75
mobalytics.gg,Games,4.033333333333333
tanki.su,Games,2.533333333333333
notube.si,Games,5.866666666666667
rik.vip,Games,1.1666666666666667
games.yahoo.co.jp,Games,4.333333333333333
fortnite.com,Games,2.55
sololevelingmangafree.com,Games,25.7
kickstarter.com,Games,2.75
pokemonshowdown.com,Games,15.65
dndbeyond.com,Games,8.466666666666667
steamdb.info,Games,3.1166666666666667
perchance.org,Games,3.6166666666666667
freecash.com,Games,5.016666666666667
triviatoday.com,Games,2.283333333333333
worldoftanks.eu,Games,2.033333333333333
netmarble.com,Games,2.25
razlozhi.ru,Games,7.05
pricecharting.com,Games,5.033333333333333
modrinth.com,Games,6.283333333333333
fischipedia.org,Games,6.55
doodles.google,Games,3.5
granbluefantasy.jp,Games,32.7
yt1s.com.co,Games,4.116666666666666
gamebanana.com,Games,14.0
pokemondb.net,Games,6.45
web-jong.com,Games,3.1666666666666665
wizards.com,Games,2.783333333333333
wargaming.net,Games,3.8
pockettactics.com,Games,1.8666666666666667
sudoku.com,Games,7.55
games.aarp.org,Games,14.533333333333333
thejigsawpuzzles.com,Games,10.866666666666667
minutecryptic.com,Games,5.266666666666667
wordunscrambler.me,Games,5.6
wafflegame.net,Games,2.6333333333333333
danword.com,Games,6.783333333333333
scrabblewordfinder.org,Games,6.45
thewordfinder.com,Games,3.65
crosswordsolver.com,Games,2.95
websudoku.com,Games,5.166666666666667
wordunscrambler.net,Games,2.5
wort-suchen.de,Games,7.733333333333333
jigsawexplorer.com,Games,8.65
arealme.com,Games,4.35
freedom.to,Games,5.833333333333333
sbsolver.com,Games,2.5833333333333335
pie.org,Games,1.3166666666666667
makeitmeme.com,Games,8.733333333333333
crosswordsolver.org,Games,3.6833333333333336
zistop.com,Games,0.7333333333333333
sudoku.game,Games,1.9833333333333334
nerdlegame.com,Games,4.1
geogridgame.com,Games,6.733333333333333
boatloadpuzzles.com,Games,5.4
247sudoku.com,Games,3.283333333333333
jigidi.com,Games,8.333333333333334
kids.lego.com,Games,2.4833333333333334
quordle.com,Games,0.75
codycross.info,Games,3.6
terrayou.com,Games,6.15
lumosity.com,Games,8.183333333333334
rachacuca.com.br,Games,8.25
6mal5.com,Games,5.5
themahjong.com,Games,8.316666666666666
puzzlebaron.com,Games,15.783333333333333
puzzle-nonograms.com,Games,12.466666666666667
flagle-game.com,Games,2.8
lovattspuzzles.com,Games,4.5
si-coding.net,Games,8.566666666666666
numberplace.net,Games,8.233333333333333
korsordsvar.com,Games,9.916666666666666
